"airTemperature.noaa","airTemperature.sg","cloudCover.noaa","cloudCover.sg","gust.noaa","gust.sg","humidity.noaa","humidity.sg","precipitation.noaa","precipitation.sg","pressure.noaa","pressure.sg","time","windDirection.noaa","windDirection.sg","windSpeed.noaa","windSpeed.sg"
33.04,33.04,97.23,97.23,8.96,8.96,21.3,21.3,0.69,0.69,1000.28,1000.28,2022-06-08 10:00:00,13.66,13.66,8.17,8.17
32.2,32.2,94.47,94.47,7.39,7.39,21,21,0.35,0.35,1000.27,1000.27,2022-06-08 11:00:00,18.82,18.82,5.97,5.97
31.35,31.35,91.7,91.7,5.82,5.82,20.7,20.7,0,0,1000.27,1000.27,2022-06-08 12:00:00,23.98,23.98,3.78,3.78
29.63,29.63,62.8,62.8,5.06,5.06,26.13,26.13,0,0,1002.02,1002.02,2022-06-08 13:00:00,38.19,38.19,3.3,3.3
27.9,27.9,33.9,33.9,4.29,4.29,31.57,31.57,0,0,1003.78,1003.78,2022-06-08 14:00:00,52.41,52.41,2.82,2.82
26.17,26.17,5,5,3.52,3.52,37,37,0,0,1005.53,1005.53,2022-06-08 15:00:00,66.62,66.62,2.34,2.34
25.55,25.55,36.67,36.67,4.6,4.6,38.43,38.43,0.09,0.09,1005.56,1005.56,2022-06-08 16:00:00,45.11,45.11,3.04,3.04
24.92,24.92,68.33,68.33,5.68,5.68,39.87,39.87,0.17,0.17,1005.58,1005.58,2022-06-08 17:00:00,23.59,23.59,3.75,3.75
24.3,24.3,100,100,6.75,6.75,41.3,41.3,0.26,0.26,1005.61,1005.61,2022-06-08 18:00:00,2.08,2.08,4.45,4.45
23.13,23.13,100,100,6.61,6.61,48.63,48.63,0.5,0.5,1006.1,1006.1,2022-06-08 19:00:00,5.76,5.76,4.15,4.15
21.96,21.96,100,100,6.46,6.46,55.97,55.97,0.75,0.75,1006.59,1006.59,2022-06-08 20:00:00,9.45,9.45,3.84,3.84
20.79,20.79,100,100,6.32,6.32,63.3,63.3,1,1,1007.08,1007.08,2022-06-08 21:00:00,13.13,13.13,3.54,3.54
21.68,21.68,100,100,6.82,6.82,59.9,59.9,0.66,0.66,1007.72,1007.72,2022-06-08 22:00:00,19.65,19.65,4.15,4.15
22.58,22.58,100,100,7.33,7.33,56.5,56.5,0.33,0.33,1008.36,1008.36,2022-06-08 23:00:00,26.18,26.18,4.76,4.76
23.47,23.47,100,100,7.83,7.83,53.1,53.1,0,0,1009,1009,2022-06-09 00:00:00,32.7,32.7,5.37,5.37
25.17,25.17,97.97,97.97,6.37,6.37,48.6,48.6,0,0,1008.6,1008.6,2022-06-09 01:00:00,48.29,48.29,4.91,4.91
26.87,26.87,95.93,95.93,4.9,4.9,44.1,44.1,0,0,1008.2,1008.2,2022-06-09 02:00:00,63.88,63.88,4.44,4.44
28.57,28.57,93.9,93.9,3.43,3.43,39.6,39.6,0,0,1007.79,1007.79,2022-06-09 03:00:00,79.47,79.47,3.98,3.98
29.73,29.73,95.93,95.93,3.39,3.39,36.9,36.9,0,0,1006.98,1006.98,2022-06-09 04:00:00,95.27,95.27,3.62,3.62
30.88,30.88,97.97,97.97,3.34,3.34,34.2,34.2,0,0,1006.17,1006.17,2022-06-09 05:00:00,111.06,111.06,3.27,3.27
32.03,32.03,100,100,3.3,3.3,31.5,31.5,0,0,1005.36,1005.36,2022-06-09 06:00:00,126.86,126.86,2.91,2.91
32.61,32.61,100,100,3.97,3.97,30.5,30.5,0,0,1004.44,1004.44,2022-06-09 07:00:00,164.01,164.01,3.33,3.33
33.18,33.18,100,100,4.64,4.64,29.5,29.5,0,0,1003.53,1003.53,2022-06-09 08:00:00,201.15,201.15,3.76,3.76
33.76,33.76,100,100,5.3,5.3,28.5,28.5,0,0,1002.62,1002.62,2022-06-09 09:00:00,238.3,238.3,4.18,4.18
32.57,32.57,100,100,4.39,4.39,30.67,30.67,0.03,0.03,1003.03,1003.03,2022-06-09 10:00:00,224.76,224.76,3.33,3.33
31.37,31.37,100,100,3.47,3.47,32.83,32.83,0.06,0.06,1003.43,1003.43,2022-06-09 11:00:00,211.22,211.22,2.47,2.47
30.18,30.18,100,100,2.56,2.56,35,35,0.1,0.1,1003.83,1003.83,2022-06-09 12:00:00,197.68,197.68,1.62,1.62
28.31,28.31,100,100,3.79,3.79,42.83,42.83,0.06,0.06,1004.88,1004.88,2022-06-09 13:00:00,191.86,191.86,2.02,2.02
26.44,26.44,100,100,5.01,5.01,50.67,50.67,0.03,0.03,1005.93,1005.93,2022-06-09 14:00:00,186.03,186.03,2.41,2.41
24.58,24.58,100,100,6.24,6.24,58.5,58.5,0,0,1006.98,1006.98,2022-06-09 15:00:00,180.21,180.21,2.81,2.81
24.28,24.28,100,100,5.73,5.73,59.23,59.23,0,0,1007.04,1007.04,2022-06-09 16:00:00,180.08,180.08,2.82,2.82
23.98,23.98,100,100,5.22,5.22,59.97,59.97,0,0,1007.1,1007.1,2022-06-09 17:00:00,179.94,179.94,2.82,2.82
23.69,23.69,100,100,4.72,4.72,60.7,60.7,0,0,1007.16,1007.16,2022-06-09 18:00:00,179.81,179.81,2.83,2.83
22.8,22.8,100,100,4.8,4.8,67.33,67.33,0,0,1007.44,1007.44,2022-06-09 19:00:00,190.3,190.3,2.83,2.83
21.92,21.92,100,100,4.88,4.88,73.97,73.97,0,0,1007.73,1007.73,2022-06-09 20:00:00,200.79,200.79,2.84,2.84
21.03,21.03,100,100,4.97,4.97,80.6,80.6,0,0,1008.02,1008.02,2022-06-09 21:00:00,211.28,211.28,2.84,2.84
21.84,21.84,95.93,95.93,3.93,3.93,75.6,75.6,0,0,1007.83,1007.83,2022-06-09 22:00:00,209.76,209.76,2.43,2.43
22.64,22.64,91.87,91.87,2.88,2.88,70.6,70.6,0,0,1007.64,1007.64,2022-06-09 23:00:00,208.25,208.25,2.01,2.01
23.44,23.44,87.8,87.8,1.84,1.84,65.6,65.6,0,0,1007.45,1007.45,2022-06-10 00:00:00,206.73,206.73,1.6,1.6
